Insee - Statistiques locales; ; ; ; 
Référentiel géographique : France par commune; ; ; ; 
Code;Libellé;Nb de familles 2019;Part des familles avec 3 enf. ou plus de - de 25 ans 2019;Population municipale 2019
02323;Fontaine-Uterte;39;12.5;134
02324;Fontenelle;85;17.8;281
02326;Fontenoy;155;0;470
02327;Foreste;49;10;163
02328;Fossoy;161;3;513
02329;Fourdrain;142;7.4;425
02330;Francilly-Selency;161;6.7;530
02331;Franqueville;39;0;110
02332;Fresnes-en-Tardenois;75;6.7;265
02333;Fresnes-sous-Coucy;51;10;164
02334;Fresnoy-le-Grand;855;12.3;2958
02335;Fressancourt;61;8.3;183
02336;Frières-Faillouël;300;6.7;983
02337;Froidestrées;51;9.1;168
02338;Froidmont-Cohartille;75;6.7;252
02339;Gandelu;191;13.3;690
02340;Gauchy;1575;8.6;5235
02341;Gercy;85;5.5;268
02342;Gergny;35;14.3;134
02343;Germaine;25;20;81
02345;Gibercourt;10;0;41
02346;Gizy;216;4.2;664
02347;Gland;139;3.4;444
02349;Goudelancourt-lès-Berrieux;15;33.3;56
02350;Goudelancourt-lès-Pierrepont;40;12.5;136
02351;Goussancourt;35;0;113
02352;Gouy;155;12.5;560
02353;Grandlup-et-Fay;80;12.5;287
02354;Grandrieux;19;25;80
02355;Gricourt;285;8.8;953
02356;Grisolles;67;15.4;240
02357;Gronard;15;33.3;71
02358;Grougis;99;10.5;333
02359;Grugies;378;6.8;1301
02360;Villeneuve-sur-Aisne;807;8.7;2751
02361;Guise;1238;9.1;4645
02362;Guivry;68;0;238
02363;Guny;120;8.7;390
02364;Guyencourt;77;6.8;258
02366;Hannapes;90;11.1;324
02367;Happencourt;43;0;130
02368;Haramont;174;5.6;574
02369;Harcigny;60;8.3;242
02370;Hargicourt;182;15.1;610
02371;Harly;461;9.4;1578
02372;Hartennes-et-Taux;112;8.1;347
02373;Hary;64;0;197
02374;Lehaucourt;256;7.2;861
02375;Hautevesnes;35;28.6;159
02376;Hauteville;50;10;174
02377;Haution;45;0;135
02378;La Hérie;40;25;129
02379;Le Hérie-la-Viéville;64;16.7;209
02380;Hinacourt;9;0;24
02381;Hirson;2288;13.1;8710
02382;Holnon;448;8.6;1367
02383;Homblières;436;10.5;1452
02384;Houry;15;33.3;56
02385;Housset;44;11.1;160
02386;Iron;65;15.4;225
02387;Itancourt;326;4.3;1015
02388;Iviers;66;7.7;225
02389;Jaulgonne;203;9.8;659
02390;Jeancourt;79;11.7;264
02391;Jeantes;56;9.1;206
02392;Joncourt;98;10;311
02393;Jouaignes;44;11.1;141
02395;Jumencourt;39;12.5;141
02396;Jumigny;15;33.3;64
02397;Jussy;363;12.2;1252
02398;Juvigny;95;10.5;284
02399;Juvincourt-et-Damary;182;13.9;607
02400;Laffaux;45;0;148
02401;Laigny;60;0;194
02402;Lanchy;10;0;37
02403;Landifay-et-Bertaignemont;74;6.5;260
02404;Landouzy-la-Cour;51;10;190
02405;Landouzy-la-Ville;149;9.6;535
02406;Landricourt;38;25;132
02407;Laniscourt;62;0;199
02408;Laon;5762;12.6;24304
02409;Lappion;85;5.3;268
02410;Largny-sur-Automne;70;7.1;244
02411;Latilly;61;8.3;203
02412;Launoy;25;20;100
02413;Laval-en-Laonnois;78;11.7;244
02414;Lavaqueresse;65;0;201
02415;Laversine;45;11.1;160
02416;Lemé;122;10.7;420
02417;Lempire;35;0;116
02418;Lerzy;70;14.3;223
02419;Leschelle;95;0;269
02420;Lesdins;269;10.9;829
02421;Lesges;26;40;106
02422;Lesquielles-Saint-Germain;234;10.4;805
02423;Leuilly-sous-Coucy;131;11.7;422
02424;Leury;39;0;104
02425;Leuze;55;18.2;172
02426;Levergies;167;8.6;540
02427;Lhuys;40;0;138
02428;Licy-Clignon;15;0;74
02429;Lierval;35;14.3;122
02430;Liesse-Notre-Dame;334;7.6;1281
02431;Liez;118;3.8;383
02432;Limé;65;7.7;189
02433;Lislet;66;0;221
02435;Logny-lès-Aubenton;19;0;79
02438;Longpont;95;5.3;249
02439;Les Septvallons;337;7.2;1177
02440;Lor;40;12.5;138
02441;Louâtre;58;0;188
02442;Loupeigne;25;20;90
02443;Lucy-le-Bocage;60;16.7;203
02444;Lugny;41;0;121
02445;Luzoir;89;5.2;282
02446;Ly-Fontaine;35;14.3;118
02447;Maast-et-Violaine;30;16.7;147
02448;Mâchecourt;40;12.5;121
02449;Macogny;20;25;66
02450;Macquigny;91;16.7;366
02451;Magny-la-Fosse;39;12.5;124
02452;Maissemy;70;14.3;236
02453;Maizy;115;8.7;404
02454;La Malmaison;109;12.9;404
02455;Malzy;56;9.1;204
02456;Manicamp;97;4.3;299
02457;Marchais;125;12.5;404
02458;Dhuys et Morin-en-Brie;237;10.7;820
02459;Marcy;58;0;161
02460;Marcy-sous-Marle;63;0;201
02461;Marest-Dampcourt;111;10.8;383
02462;Mareuil-en-Dôle;62;7.7;231
02463;Marfontaine;26;20;89
02464;Margival;115;8.4;365
02465;Marigny-en-Orxois;156;9.4;513
02466;Marizy-Sainte-Geneviève;36;0;133
02467;Marizy-Saint-Mard;15;0;51
02468;Marle;579;13.9;2235
02469;Marly-Gomont;151;10.1;485
02470;Martigny;125;7.9;435
02471;Martigny-Courpierre;35;14.3;135
02472;Mauregny-en-Haye;121;8.3;409
02473;Mayot;61;8.3;215
02474;Mennessis;119;12.1;392
02476;Mennevret;202;12.6;669
02477;Mercin-et-Vaux;297;11.1;964
02478;Merlieux-et-Fouquerolles;79;6;261
02480;Mesbrecourt-Richecourt;99;10;312
02481;Mesnil-Saint-Laurent;169;0;473
02482;Meurival;15;0;54
02483;Mézières-sur-Oise;161;6.3;513
02484;Mézy-Moulins;154;9.7;527
02485;Missy-aux-Bois;28;16.7;94
02486;Missy-lès-Pierrepont;30;0;107
02487;Missy-sur-Aisne;217;4.7;627
02488;Molain;39;12.5;156
02489;Molinchart;103;9.5;342
02490;Monampteuil;41;0;126
02491;Monceau-le-Neuf-et-Faucouzy;110;0;324
02492;Monceau-lès-Leups;143;10.7;454
02493;Monceau-le-Waast;65;7.7;224
02494;Monceau-sur-Oise;40;12.5;127
02495;Mondrepuis;307;8.1;1046
02496;Monnes;26;20;100
02497;Mons-en-Laonnois;357;6.6;1154
02498;Montaigu;232;4.4;763
02499;Montbavin;10;0;43
02500;Montbrehain;235;12.4;810
02501;Montchâlons;17;0;93
02502;Montcornet;377;8.7;1324
02503;Mont-d'Origny;231;10.7;831
02504;Montescourt-Lizerolles;470;11.7;1616
02505;Montfaucon;61;8.3;206
02506;Montgobert;71;0;195
02507;Montgru-Saint-Hilaire;9;50;31
02508;Monthenault;50;0;151
02509;Monthiers;46;11.1;156
02510;Monthurel;45;11.1;151
02511;Montigny-en-Arrouaise;85;17.2;295
02512;Montigny-l'Allier;79;5.8;270
02513;Montigny-le-Franc;45;0;138
02514;Montigny-Lengrain;214;6.7;704
02515;Montigny-lès-Condé;20;0;55
02516;Montigny-sous-Marle;20;25;67
02517;Montigny-sur-Crécy;79;12.1;299
02518;Montlevon;95;5.2;303
02519;Montloué;65;7.7;186
02520;Mont-Notre-Dame;221;9;741
02521;Montreuil-aux-Lions;404;12;1364
02522;Mont-Saint-Jean;20;0;74
02523;Mont-Saint-Martin;20;25;72
02524;Mont-Saint-Père;221;6.4;694
02525;Morcourt;192;5.1;577
02526;Morgny-en-Thiérache;30;16.7;99
02527;Morsain;136;11.4;458
02528;Mortefontaine;70;6.8;228
02529;Mortiers;52;0;178
02530;Moulins;30;0;78
02531;Moussy-Verneuil;38;12.5;118
02532;Moÿ-de-l'Aisne;302;4.9;986
02533;Muret-et-Crouttes;24;0;111
02534;Muscourt;10;0;48
02535;Nampcelles-la-Cour;35;14.3;113
02536;Nampteuil-sous-Muret;30;33.3;103
02537;Nanteuil-la-Fosse;57;0;202
02538;Nanteuil-Notre-Dame;19;0;70
02539;Nauroy;200;14.7;702
02540;Nesles-la-Montagne;403;8;1227
02541;Neufchâtel-sur-Aisne;125;8;421
02542;Neuflieux;30;16.7;82
02543;Neuilly-Saint-Front;593;10.5;2066
02544;Neuve-Maison;183;11.1;616
02545;La Neuville-Bosmont;45;0;187
02546;La Neuville-en-Beine;60;16.7;193
02547;La Neuville-Housset;15;0;66
02548;La Neuville-lès-Dorengt;109;13.2;377
02549;Neuville-Saint-Amand;274;5.5;846
02550;Neuville-sur-Ailette;38;12.5;115
02551;Neuville-sur-Margival;39;0;115
02552;Neuvillette;50;10;187
02553;Nizy-le-Comte;75;13.4;244
02554;Nogentel;326;6;1071
02555;Nogent-l'Artaud;575;11.3;2108
02556;Noircourt;29;16.7;81
02557;Noroy-sur-Ourcq;40;12.5;127
02558;Le Nouvion-en-Thiérache;674;9;2557
02559;Nouvion-et-Catillon;140;3.1;462
02560;Nouvion-le-Comte;70;7.1;246
02561;Nouvion-le-Vineux;47;11.1;153
02562;Nouvron-Vingré;60;8.3;212
02563;Noyales;39;12.5;164
02564;Noyant-et-Aconin;164;11.3;495
02565;Œuilly;90;0;291
02566;Ognes;355;5.6;1104
02567;Ohis;85;5.9;279
02568;Oigny-en-Valois;45;11.1;162
02569;Oisy;126;12.4;471
02570;Ollezy;50;20;177
02571;Omissy;208;4.5;717
02572;Orainville;161;5.9;502
02573;Orgeval;21;0;60
02574;Origny-en-Thiérache;388;11.8;1432
02575;Origny-Sainte-Benoite;467;12.5;1670
02576;Osly-Courtil;100;4.9;330
02577;Ostel;25;20;90
02578;Oulches-la-Vallée-Foulon;25;20;86
02579;Oulchy-la-Ville;35;14.3;125
02580;Oulchy-le-Château;225;13.3;816
02581;Paars;106;4.9;323
02582;Paissy;20;0;76
02583;Pancy-Courtecon;15;0;54
02584;Papleux;41;12.5;121
02585;Parcy-et-Tigny;86;11.8;259
02586;Parfondeval;39;0;139
02587;Parfondru;116;7.7;355
02588;Pargnan;20;0;68
02589;Pargny-Filain;80;6.4;261
02590;Pargny-la-Dhuys;40;25;169
02591;Pargny-les-Bois;40;12.5;135
02592;Parpeville;65;15.4;192
02593;Pasly;365;5.5;1064
02594;Passy-en-Valois;45;11.1;132
02595;Passy-sur-Marne;44;11.1;133
02596;Pavant;230;13;763
02598;Pernant;217;6.8;669
02599;Pierremande;80;6.2;255
02600;Pierrepont;108;8.4;347
02601;Pignicourt;60;16.7;197
02602;Pinon;503;11.1;1698
02604;Pithon;25;20;84
02605;Pleine-Selve;60;16.7;192
02606;Le Plessier-Huleu;25;20;70
02607;Ploisy;31;16.7;78
02608;Plomion;135;18.5;473
02609;Ployart-et-Vaurseine;5;0;20
02610;Pommiers;227;6.7;736
02612;Pont-Arcy;35;14.3;127
02613;Pontavert;191;2.6;605
02614;Pontru;78;12.5;265
02615;Pontruet;122;9;360
02616;Pont-Saint-Mard;62;16.7;211
02617;Pouilly-sur-Serre;147;10.2;508
02618;Prémont;206;9.8;694
02619;Prémontré;121;7;658
02620;Presles-et-Boves;103;8;347
02621;Presles-et-Thierny;138;3.3;379
02622;Priez;15;33.3;54
02623;Prisces;24;0;97
02624;Proisy;73;6;275
02625;Proix;40;0;142
02626;Prouvais;115;4.3;334
02627;Proviseux-et-Plesnoy;36;0;123
02628;Puiseux-en-Retz;65;7.7;217
02629;Puisieux-et-Clanlieu;92;15.8;311
02631;Quierzy;124;7.7;411
02632;Quincy-Basse;15;0;57
02633;Quincy-sous-le-Mont;20;0;60
02634;Raillimont;20;0;82
02635;Ramicourt;48;10;146
02636;Regny;64;0;199
02637;Remaucourt;104;4.7;293
02638;Remies;66;15.4;237
02639;Remigny;105;9.5;346
02640;Renansart;44;0;157
02641;Renneval;29;0;111
02642;Résigny;57;9.1;173
02643;Ressons-le-Long;239;6;769
02644;Retheuil;104;8.4;346
02645;Reuilly-Sauvigny;38;12.5;192
02647;Ribeauville;14;0;60
02648;Ribemont;572;9.7;1937
02649;Rocourt-Saint-Martin;95;5.3;307
02650;Rocquigny;110;8.5;357
02651;Rogécourt;30;0;106
02652;Rogny;35;0;104
02653;Romeny-sur-Marne;149;9.7;500
02654;Romery;30;16.7;82
02655;Ronchères;42;22.2;135
02656;Roucy;120;8.3;394
02657;Rougeries;57;18.2;250
02658;Roupy;72;7.1;236
02659;Rouvroy;167;2.4;504
02660;Rouvroy-sur-Serre;15;0;38
02661;Royaucourt-et-Chailvet;73;7.1;254
02662;Rozet-Saint-Albin;88;11.1;322
02663;Rozières-sur-Crise;63;7.7;221
02664;Rozoy-Bellevalle;35;0;123
02665;Grand-Rozoy;89;5.4;300
02666;Rozoy-sur-Serre;274;10.6;1002
02667;Saconin-et-Breuil;65;7.7;203
02668;Sains-Richaumont;312;10.1;1057
02670;Saint-Algis;45;11.1;151
02671;Saint-Aubin;86;11.8;287
02672;Saint-Bandry;77;18.2;261
02673;Saint-Christophe-à-Berry;131;11.5;444
02674;Saint-Clément;15;33.3;48
02675;Sainte-Croix;50;0;133
02676;Saint-Erme-Outre-et-Ramecourt;488;8.6;1716
02677;Saint-Eugène;66;7.7;240
02678;Sainte-Geneviève;20;25;68
02679;Saint-Gengoulph;41;25;150
02680;Saint-Gobain;600;7.5;2294
02681;Saint-Gobert;90;5.6;279
02682;Saint-Mard;31;0;114
02683;Saint-Martin-Rivière;29;0;110
02684;Saint-Michel;905;11;3314
02685;Saint-Nicolas-aux-Bois;40;0;120
02686;Saint-Paul-aux-Bois;120;8.3;373
02687;Saint-Pierre-Aigle;110;9;333
02688;Saint-Pierre-lès-Franqueville;16;33.3;48
02689;Saint-Pierremont;15;0;41
02690;Sainte-Preuve;24;0;80
02691;Saint-Quentin;13815;11.9;53570
02693;Saint-Rémy-Blanzy;61;16.7;221
02694;Saint-Simon;192;10.8;641
02696;Saint-Thomas;21;0;76
02697;Samoussy;130;3.8;384
02698;Sancy-les-Cheminots;40;12.5;101
02699;Saponay;91;11.1;280
02701;Saulchery;205;9.8;708
02702;Savy;189;4.5;602
02703;Seboncourt;301;12.8;1083
02704;Selens;69;7;247
02705;La Selve;60;8.3;210
02706;Septmonts;170;8.8;566
02707;Septvaux;61;0;181
02708;Sequehart;65;7.7;215
02709;Serain;106;4.7;407
02710;Seraucourt-le-Grand;234;6.5;742
02711;Serches;93;11.1;293
02712;Sergy;50;0;142
02713;Seringes-et-Nesles;84;17;270
02714;Sermoise;102;15.2;358
02715;Serval;11;0;45
02716;Servais;96;5.1;290
02717;Séry-lès-Mézières;173;5.7;590
02718;Silly-la-Poterie;36;14.3;121
02719;Sinceny;630;8.7;2028
02720;Sissonne;510;12.7;2034
02721;Sissy;155;3.1;476
02722;Soissons;7341;12.8;28712
02723;Soize;25;0;98
02724;Sommelans;20;0;61
02725;Sommeron;41;0;139
02726;Sommette-Eaucourt;57;9.1;181
02727;Sons-et-Ronchères;63;8.3;221
02728;Sorbais;75;12.7;264
02729;Soucy;25;20;81
02730;Soupir;84;10.8;267
02731;Le Sourd;56;9.1;171
02732;Surfontaine;30;16.7;104
02734;Taillefontaine;85;5.7;274
02735;Tannières;5;0;17
02736;Tartiers;50;10;167
02737;Tavaux-et-Pontséricourt;165;9.1;552
02738;Tergnier;3831;12.5;13588
02739;Terny-Sorny;121;8.6;335
02740;Thenailles;70;7.1;221
02741;Thenelles;162;11.3;539
02742;Thiernu;34;0;114
02743;Le Thuel;44;11.1;158
02744;Torcy-en-Valois;25;0;72
02745;Toulis-et-Attencourt;36;14.3;121
02746;Travecy;200;8.4;658
02747;Trefcon;20;25;83
02748;Trélou-sur-Marne;285;5.3;939
02749;Troësnes;67;14.3;219
02750;Trosly-Loire;159;16.1;583
02751;Trucy;45;0;144
02752;Tugny-et-Pont;79;12.5;281
02753;Tupigny;95;15.7;328
02754;Ugny-le-Gay;51;0;185
02755;Urcel;168;9.5;589
02756;Urvillers;223;9.6;684
02757;Vadencourt;165;14.8;529
02758;Vailly-sur-Aisne;590;6.8;2012
02759;La Vallée-au-Blé;81;13.2;370
02760;La Vallée-Mulâtre;48;10;142
02761;Variscourt;60;16.7;211
02762;Vassens;44;10;139
02763;Vasseny;71;7.1;219
02764;Vassogne;20;0;88
02765;Vaucelles-et-Beffecourt;78;6.7;246
02766;Vaudesson;68;7.1;235
02767;Vauxrezis;110;4.5;322
02768;Vauxaillon;159;12.5;542
02769;Vaux-Andigny;258;4.8;898
02770;Vauxbuin;256;7.7;788
02772;Vaux-en-Vermandois;43;0;160
02773;Vauxtin;10;0;39
02774;Vendelles;35;0;118
02775;Vendeuil;278;5.5;936
02776;Vendhuile;167;15.3;558
02777;Vendières;45;11.1;142
02778;Vendresse-Beaulne;29;16.7;97
02779;Vénérolles;70;14.3;219
02780;Venizel;401;9.9;1378
02781;Verdilly;140;10.7;453
02782;Le Verguier;75;13.3;220
02783;Grand-Verly;40;12.5;138
02784;Petit-Verly;40;11.1;138
02785;Vermand;336;5.9;1100
02786;Verneuil-sous-Coucy;40;12.5;127
02787;Verneuil-sur-Serre;80;12.5;258
02788;Versigny;140;10.7;460
02789;Vervins;677;10.4;2587
02790;Vesles-et-Caumont;60;25;238
02791;Veslud;80;0;259
02792;Veuilly-la-Poterie;50;0;157
02793;Vézaponin;39;0;119
02794;Vézilly;57;0;188
02795;Vic-sur-Aisne;461;10.9;1618
02796;Vichel-Nanteuil;23;20;83
02797;Viel-Arcy;45;22.2;172
02798;Viels-Maisons;362;9.7;1221
02799;Vierzy;110;9.1;407
02800;Viffort;85;17.6;313
02801;Vigneux-Hocquet;85;5.9;272
02802;La Ville-aux-Bois-lès-Dizy;60;16.7;209
02803;La Ville-aux-Bois-lès-Pontavert;40;0;146
02804;Villemontoire;60;8.3;186
02805;Villeneuve-Saint-Germain;720;12.1;2549
02806;Villeneuve-sur-Fère;82;6.6;294
02807;Villequier-Aumont;203;7.3;656
02808;Villeret;77;16.2;289
02809;Villers-Agron-Aiguizy;24;0;69
02810;Villers-Cotterêts;2889;10.5;10424
02812;Villers-Hélon;65;7.7;207
02813;Villers-le-Sec;67;19.6;252
02814;Villers-lès-Guise;45;11.1;162
02815;Villers-Saint-Christophe;136;7.4;430
02816;Villers-sur-Fère;161;12.6;531
02817;Ville-Savoye;20;0;82
02818;Villiers-Saint-Denis;244;8;1166
02819;Vincy-Reuil-et-Magny;40;12.5;116
02820;Viry-Noureuil;555;6.3;1688
02821;Vivaise;218;9.3;680
02822;Vivières;119;4;391
02823;Voharies;20;0;74
02824;Vorges;130;3.8;375
02826;Voulpaix;117;10.7;356
02827;Voyenne;97;10.5;312
02828;Vregny;30;0;94
02829;Vuillery;10;0;42
02830;Wassigny;280;10.8;955
02831;Watigny;115;12.8;379
02832;Wiège-Faty;59;8.3;189
02833;Wimy;145;24.2;508
02834;Wissignicourt;51;10;169
03001;Abrest;872;7.5;2904
03002;Agonges;100;0;309
03003;Ainay-le-Château;268;0;987
03004;Andelaroche;78;17.2;253
03005;Archignat;110;9.1;338
03006;Arfeuilles;179;10.9;633
03007;Arpheuilles-Saint-Priest;105;4.7;357
03008;Arronnes;94;4.9;372
03009;Aubigny;35;14.3;135
03010;Audes;131;7;424
03011;Aurouër;108;9.5;421
03012;Autry-Issards;100;5;323
03013;Avermes;1205;6.2;3953
03014;Avrilly;40;0;136
03015;Bagneux;100;10;328
03016;Barberier;45;0;143
03017;Barrais-Bussolles;65;7.7;189
03018;Bayet;210;11.9;685
03019;Beaulon;465;6.4;1640
03020;Beaune-d'Allier;95;10.5;294
03021;Bègues;69;6.9;224
03022;Bellenaves;294;10.3;997
03023;Bellerive-sur-Allier;2474;6.6;8741
03024;Bert;68;6.2;237
03025;Bessay-sur-Allier;405;6.7;1328
03026;Besson;244;6.1;761
03027;Bézenet;279;6.4;928
03028;Billezois;115;8.7;364
03029;Billy;251;7.9;783
03030;Biozat;257;7.9;856
03031;Bizeneuille;90;5.6;291
03032;Blomard;74;13.3;244
03033;Bost;55;9.1;181
03034;Boucé;148;9.6;496
03035;Le Bouchaud;69;7.1;212
03036;Bourbon-l'Archambault;645;5.4;2572
03037;Braize;71;7.1;259
03038;Bransat;152;3.5;521
03039;Bresnay;119;12.4;384
03040;Bressolles;378;3.9;1126
03041;Le Brethon;92;4.5;319
03042;Le Breuil;158;5.8;530
03043;Broût-Vernet;331;9;1189
03044;Brugheas;475;5.4;1516
03045;Busset;270;7.4;849
03046;Buxières-les-Mines;289;7;1026
03047;La Celle;119;0;407
03048;Cérilly;358;5.4;1305
03049;Cesset;140;7.1;428
03050;La Chabanne;48;10;179
03051;Chambérat;93;9.9;301
03052;Chamblet;339;7.2;1093
03053;Chantelle;283;3.6;1102
03054;Chapeau;70;7.1;237
03055;La Chapelaude;307;6.7;966
03056;La Chapelle;118;8.3;382
03057;La Chapelle-aux-Chasses;62;0;201
03058;Chappes;75;6.8;238
03059;Chareil-Cintrat;115;4.3;359
03060;Charmeil;310;6.8;1030
03061;Charmes;114;8.2;394
03062;Charroux;112;4.5;351
03063;Chassenard;330;3;1028
03064;Château-sur-Allier;56;0;180
03065;Châtel-de-Neuvre;151;6.6;544
03066;Châtel-Montagne;105;4.8;324
03067;Châtelperron;41;12.5;138
03068;Châtelus;29;0;104
03069;Châtillon;90;5.5;312
03070;Chavenon;39;0;133
03071;Chavroches;80;12.7;248
03072;Chazemais;139;7;492
03073;Chemilly;196;12.9;638
03074;Chevagnes;199;4.8;656
03075;Chezelle;55;0;168
03076;Chézy;73;7.1;227
03077;Chirat-l'Église;35;14.3;128
03078;Chouvigny;74;6.3;231
03079;Cindré;96;10.5;303
03080;Cognat-Lyonne;212;4.7;691
03081;Colombier;114;4.1;327
03082;Commentry;1709;4.9;6132
03083;Contigny;187;2.3;580
03084;Cosne-d'Allier;582;4.3;2034
03085;Coulandon;210;4.8;646
03086;Coulanges;95;5.6;321
03087;Couleuvre;175;5.7;597
03088;Courçais;88;0;320
03089;Coutansouze;45;0;152
03090;Couzon;81;6.6;305
03091;Créchy;135;7.4;438
03092;Cressanges;200;5;628
03093;Creuzier-le-Neuf;370;8.1;1185
03094;Creuzier-le-Vieux;1080;3.2;3297
03095;Cusset;3366;6.7;12474
03096;Deneuille-lès-Chantelle;29;16.7;86
03097;Deneuille-les-Mines;110;4.4;360
03098;Désertines;1296;5.4;4459
03099;Deux-Chaises;115;8.3;391
03100;Diou;423;6;1381
03101;Domérat;2746;5;8729
03102;Dompierre-sur-Besbre;879;3.9;3032
03103;Le Donjon;275;7.1;1065
03104;Doyet;346;8.3;1169
03105;Droiturier;105;4.8;357
03106;Durdat-Larequille;395;6.3;1316
03107;Ébreuil;330;4.5;1270
03108;Échassières;95;10.5;376
03109;Escurolles;239;8.7;781
03110;Espinasse-Vozelle;310;3.2;968
03111;Estivareilles;329;4.5;1112
03112;Étroussat;195;5.1;668
03113;Ferrières-sur-Sichon;154;5.2;536
03114;La Ferté-Hauterive;93;5.6;279
03115;Fleuriel;109;13.6;341
03116;Fourilles;49;0;191
03117;Franchesse;145;10.5;475
03118;Gannat;1578;8.3;5830
03119;Gannay-sur-Loire;121;4.2;413
03120;Garnat-sur-Engièvre;216;9.4;710
03121;Gennetines;203;7.5;647
03122;Gipcy;70;7.1;236
03124;Gouise;65;7.7;219
03125;La Guillermie;34;0;124
03126;Hauterive;345;5.6;1167
03127;Hérisson;147;6.3;620
03128;Huriel;810;5.4;2645
03129;Hyds;106;4.8;312
03130;Isle-et-Bardais;85;0;279
03131;Isserpent;162;6.4;550
03132;Jaligny-sur-Besbre;164;8.8;559
03133;Jenzat;163;6.1;519
03134;Laféline;55;0;193
03135;Lalizolle;121;13;407
03136;Lamaids;75;7.1;235
03137;Langy;81;12.4;271
03138;Lapalisse;851;5.8;3144
03139;Laprugne;104;4.5;313
03140;Lavault-Sainte-Anne;340;6.6;1154
03141;Lavoine;46;0;149
03142;Lenax;74;19.9;242
03143;Lételon;25;0;92
03144;Liernolles;64;7.7;211
03145;Lignerolles;238;3.6;736
03146;Limoise;48;0;154
03147;Loddes;50;0;167
03148;Loriges;105;9.5;349
03149;Louchy-Montfand;141;0;441
03150;Louroux-Bourbonnais;66;6.4;203
03151;Louroux-de-Beaune;53;9.1;159
03152;Louroux-de-Bouble;57;6.7;231
03154;Luneau;80;12.5;276
03155;Lurcy-Lévis;521;7.7;1881
03156;Lusigny;498;9.6;1688
03157;Magnet;325;9.1;1020
03158;Haut-Bocage;236;7.9;871
03159;Malicorne;251;8;780
03160;Marcenat;106;4.6;410
03161;Marcillat-en-Combraille;251;11.7;900
03162;Marigny;59;0;202
03163;Mariol;232;6.7;751
03164;Le Mayet-d'École;86;5.2;273
03165;Le Mayet-de-Montagne;385;3.9;1384
03166;Mazerier;95;5.3;306
03167;Mazirat;76;6.6;286
03168;Meaulne-Vitray;274;7.3;906
03169;Meillard;99;5.8;331
03170;Meillers;43;11.1;129
03171;Mercy;77;6.7;249
03172;Mesples;35;0;122
03173;Molinet;357;9.6;1142
03174;Molles;291;6.9;914
03175;Monestier;84;5.7;278
03176;Monétay-sur-Allier;160;6.2;541
03177;Monétay-sur-Loire;82;0;253
03178;Montaiguët-en-Forez;82;12.5;298
03179;Montaigu-le-Blin;97;4.6;297
03180;Montbeugny;200;7.5;662
03181;Montcombroux-les-Mines;80;3.9;296
03182;Monteignet-sur-l'Andelot;70;14.3;263
03183;Le Montet;105;19;469
03184;Montilly;164;5.7;505
03185;Montluçon;8099;8.8;34361
03186;Montmarault;395;5;1524
03187;Montoldre;140;10.2;630
03188;Montord;67;7.7;219
03189;Montvicq;203;7;715
03190;Moulins;4288;8.3;19246
03191;Murat;88;11.8;280
03192;Nades;34;14.3;150
03193;Nassigny;50;20;187
03194;Naves;41;0;125
03195;Néris-les-Bains;775;5.1;2570
03196;Neuilly-en-Donjon;75;0;221
03197;Neuilly-le-Réal;435;8;1453
03198;Neure;56;9.1;187
03200;Neuvy;500;4.1;1520
03201;Nizerolles;82;10.4;304
03202;Noyant-d'Allier;166;4.8;603
03203;Paray-le-Frésil;119;4;387
03204;Paray-sous-Briailles;192;2.6;623
03205;Périgny;135;14.1;440
03206;La Petite-Marche;43;11.1;168
03207;Pierrefitte-sur-Loire;151;6.4;512
03208;Le Pin;125;12;423
03209;Poëzat;40;0;151
03210;Pouzy-Mésangy;114;12.4;399
03211;Prémilhat;740;4.1;2507
03212;Quinssaines;475;4.2;1512
03213;Reugny;80;6.2;252
03214;Rocles;96;16.3;382
03215;Rongères;177;5.7;550
03216;Ronnet;55;9.1;172
03217;Saint-Angel;230;0;761
03218;Saint-Aubin-le-Monial;80;6.2;272
03219;Saint-Bonnet-de-Four;61;0;215
03220;Saint-Bonnet-de-Rochefort;213;9.3;710
03221;Saint-Bonnet-Tronçais;210;4.8;730
03222;Saint-Caprais;25;0;90
03223;Saint-Christophe;135;7.4;441
03224;Saint-Clément;89;0;288
03225;Saint-Désiré;152;9.1;444
03226;Saint-Didier-en-Donjon;80;12.2;250
03227;Saint-Didier-la-Forêt;120;0;373
03228;Saint-Éloy-d'Allier;13;0;38
03229;Saint-Ennemond;191;6.9;612
03230;Saint-Étienne-de-Vicq;162;6.2;526
03231;Saint-Fargeol;49;0;188
03232;Saint-Félix;105;4.3;303
03233;Saint-Genest;117;4.3;395
03234;Saint-Gérand-de-Vaux;117;7.6;373
03235;Saint-Gérand-le-Puy;253;9.5;969
03236;Saint-Germain-des-Fossés;1031;5.4;3654
03237;Saint-Germain-de-Salles;135;7.4;427
03238;Saint-Hilaire;152;3.3;529
03239;Saint-Léger-sur-Vouzance;85;0;265
03240;Saint-Léon;178;7.8;543
03241;Saint-Léopardin-d'Augy;100;15.2;368
03242;Saint-Loup;166;5.8;568
03243;Saint-Marcel-en-Murat;43;11.1;121
03244;Saint-Marcel-en-Marcillat;45;0;128
03245;Saint-Martin-des-Lais;40;0;124
03246;Saint-Martinien;183;7.8;594
03247;Saint-Menoux;310;9.7;1106
03248;Saint-Nicolas-des-Biefs;44;0;165
